Cod_Loc,IdProvincia,IdDepartamento,categoria,provincia,localidad,nombre,direccion,CP,telefono,Mail,Web,Categoría,Provincia,Localidad,Nombre,Dirección,Teléfono
86119100,86,86119,,,,,,3740,,sixtomadiaz@hotmail.com,https://www.municipalidaddequimili.gob.ar/,Salas de cine,Santiago del Estero,Quimili,Cine Teatro,Rivadavia 553,402187
90084010,90,90084,,,,,,4000,,rabdenur@gmail.com,cineatlasweb.com.ar,Salas de cine,Tucumán,San Miguel de Tucumán,Atlas Cine,Av. Brigido Teran 250,55290375
82049020,82,82049,,,,,,3561,,gscarel@estudioscarel.com.ar,http://www.cinelunadeavellaneda.com,Salas de cine,Santa Fe,Avellaneda,Luna De Avellaneda,Av. San Martin 810,598468
82070050,82,82070,,,,,,3080,,martin739@gmail.com,http://www.e-max.com.ar,Salas de cine,Santa Fe,Esperanza,E-Max Cines,Brigadier Lopez 1471,420947
82021310,82,82021,,,,,,2300,,admin@lastipasboulevard.com.ar,www.lastipasrafaela.com.ar/,Salas de cine,Santa Fe,Rafaela,Las Tipas Boulevard,C. Conscripto Zurbriggen 865,405750
82063170,82,82063,,,,,,3000,,cencultu@yahoo.com.ar,https://es-la.facebook.com/ccpacourondo/,Salas de cine,Santa Fe,Santa Fe,Centro Cultural Prov. Francisco Paco Urondo,Junin 2457,4573735
82021360,82,82021,,,,,,2322,,infocet@atilra.org.ar,https://www.ate.org/listado_agenda/seccion/3/zona/26/cine-auditorio-ate.html,Salas de cine,Santa Fe,Sunchales,Auditorio,Ruta 34 Km 262,454542
50049050,50,50049,,,,,,5539,,pcavallero@tadicor.com,http://www.tadicor.com/Cines.php,Salas de cine,Mendoza,Las Heras,Tadicor Las Heras,Juan Dragui Lucero 1450,4864350
50098100,50,50098,,,,,,5570,,pcavallero@tadicor.com,htpp:/www.tadicor.com sección cines ,Salas de cine,Mendoza,San Martín,Tadicor San Martin,Lateral Sur Ruta Nacional 7 Sin Nro,4864350
14182060,14,14182,,,,,,5900,,sudcinemas@arnetbiz.com.ar,http://sudcinemas.com.ar/cine-wp/cine/bellville/,Salas de cine,Córdoba,Bell Ville,Sudcinemas,Mitre 61,422337
14014010,14,14014,,,,,,5014,,s/d,https://www.cinesdinomall.com.ar/,Salas de cine,Córdoba,Córdoba,Dinosaurio Mall 60 Cuadras,Av. Circunvalacion Agustin Tosco 4552,261500
14098110,14,14098,,,,,,5815,,rboatti@coopluzelena.com.ar,"https://www.facebook.com › Places › Elena, Cordoba, Argentina › Movie Theater",Salas de cine,Córdoba,Elena,Cine Teatro Coop Luz Y Fuerza,Mitre 31,4881249
14161110,14,14161,,,,,,5980,,administracion@coop-oliva.com.ar / sofia santolin@coop-oliva,http://coop-oliva.com.ar/,Salas de cine,Córdoba,Oliva,Cine Cooperativo,Colon 301,410000
14098230,14,14098,,,,,,5800,,riocuarto@cinesdelpaseo.com.ar,http://cba.gov.ar,Salas de cine,Córdoba,Río Cuarto,Cines Del Paseo,Av. Mugnaini Y Sobremonte,4621235
14098230,14,14098,,,,,,5800,,gamolayoli@hotmail.com,http://www.cba.gov.ar/,Salas de cine,Córdoba,Río Cuarto,Centro Cultural Leonardo Favio,Buenos Aires 55,4676836
14021250,14,14021,,,,,,5113,,cluduena@grupodinosaurio.com,http://www.cinesdinomall.com.ar,Salas de cine,Córdoba,Salsipuedes,Dinosaurio Mall,Av. Sarmiento 1007,261500
14014010,14,14014,,,,,,5008,,gerente.cordoba@cinesunstar.com,http://www.cinesunstar.com/,Salas de cine,Córdoba,Villa Rivera Indarte,Sunstar,Ricardo Rojas 9200,446300
2000010,2,2000,,,,,,1045,,gabriel.guralnik@gmail.com,http://www.rojas.uba.ar/,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Centro Cultural Rector Ricardo Rojas,Av. Corrientes 2038,49535405
2000010,2,2000,,,,,,1001,,info@atlascines.com.ar,cineatlasweb.com.ar,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Atlas Cine,Av. Del Libertador 750,43135050
2000010,2,2000,,,,,,1425,,fwhite@aamnba.org.ar,https://www.facebook.com/pg/amigosdelbellasartes/about/?ref=page_internal,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Cine Amigos Del Bellas Artes,Av. Pte. Figueroa Alcorta 2280,48034062
2000010,2,2000,,,,,,1407,,paula@granrivadavia.com.ar,http://www.granrivadavia.com.ar/inicio/,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Cine Teatro Gran Rivadavia,Av. Rivadavia 8636,46741300
2000010,2,2000,,,,,,1425,,info@atlascines.com.ar,cineatlasweb.com.ar,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Atlas Cine,Jeronimo Salguero 3172,43135050
2000010,2,2000,,,,,,1430,,rmazzutti@hoyts.com.ar,https://www.cinemarkhoyts.com.ar/,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Hoyts,Melian 4880,57771000
2000010,2,2000,,,,,,1091,,fernandomadedo@cinain.gob.ar,http://cinain.gob.ar/,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Cinain,Moreno 1199,43836432
2000010,2,2000,,,,,,1417,,mlopez@cinemadevoto.com.ar,https://cinemadevoto.com.ar/,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Cinema Devoto,Quevedo 3365,40196019
2000010,2,2000,,,,,,1005,,dpetchersky@yahoo.com.ar,https://www.ccborges.org.ar/,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Centro Cultural Borges,Viamonte 525,55555358
6882050,6,6882,,,,,,2800,,maquintero78@gmail.com,https://es-la.facebook.com/ZarateCineTeatroColiseo/,Salas de cine,Buenos Aires,Zarate,Cine Teatro Coliseo,19 De Marzo 314,65992021
6441030,6,6441,,,,,,1900,,cineylocacioneslaplata@gmail.com,http://www.cultura.laplata.gov.ar,Salas de cine,Buenos Aires,La Plata,Cine Municipal Ecoselect,19 Y 51,4248733
6357110,6,6357,,,,,,7600,,gzamora@cinemacenter.com.ar,http://www.cinemacenter.com.ar/,Salas de cine,Buenos Aires,Mar del Plata,Cinemacenter,Alberti 1610,52180400
6714060,6,6714,,,,,,2741,,j.burgos.ceres@hotmail.com,http://saltoyvos.com/tag/cine_cervantes/,Salas de cine,Buenos Aires,Salto,Cervantes,Alvear 65,551096
6035010,6,6035,,,,,,1870,,village.avellaneda@village.com.ar,http://facebook.com/cinecervantes3d,Salas de cine,Buenos Aires,Avellaneda,Village,Autopista Bs. As. - La Plata Km 6,51282828
6035010,6,6035,,,,,,1870,,edulabce@hotmail.com,www.unica-cartelera.com.ar/teatros/259-sala-carlos-carella,Salas de cine,Buenos Aires,Avellaneda,Carlos Carella,Av. Galicia 401,37608002
6490010,6,6490,,,,,,1832,,lomasteatroespanol@gmail.com,https://www.facebook.com/cineteatroespanol/,Salas de cine,Buenos Aires,Lomas de Zamora,Cine Teatro Español Lomas De Zamora,Av. Hipolito Yrigoyen 9070,42430381
6539010,6,6539,,,,,,1718,,village.merlo@village.com.ar,https://www.villagecines.com/,Salas de cine,Buenos Aires,San Antonio de Padua,Village,Av. Juan Domingo Peron 24056,51688888
6840010,6,6840,,,,,,1676,,inoya@tresdefebrero.gov.ar,https://www.tresdefebrero.gov.ar/noticias/cultura-y-educacin/reinauguracion-del-cine-teatro-ocean/,Salas de cine,Buenos Aires,Santos Lugares,Cine Teatro Ocean,Av. La Plata 3530,47579861
6014010,6,6014,,,,,,7513,,sespagch@hotmail.com,https://www.facebook.com/pg/ZarateCineTeatroColiseo/about/?ref=page_internal,Salas de cine,Buenos Aires,Gonzales Chaves,Cine Coliseo,Av. San Martin 235,481740
6105060,6,6105,,,,,,6550,,analia.carbajo@live.com,s/d,Salas de cine,Buenos Aires,Bolivar,María Esther Chiquita Domeño,Av. San Martin 642,480184
6861010,6,6861,,,,,,1605,,york.cultura@vicentelopez.gov.ar,https://www.vicentelopez.gov.ar/modernizacion/punto-de-interes/3-centro-cultural-munro,Salas de cine,Buenos Aires,Munro,Centro Cultural Municipal Munro,Av. Velez Sarsfield 4650,47971162
6408010,6,6408,,,,,,1686,,s/d,https://www.facebook.com/pages/Centro-Cultural-Leopoldo-Marechal-Hurlingham/297621827101262,Salas de cine,Buenos Aires,Hurlingham,Centro Cultural Leopoldo Marechal,Av. Vergara 2396,s/d
6525020,6,6525,,,,,,1727,,cine@marcospaz.gov.ar,https://www.facebook.com/pg/cinemarcospaz/about/?ref=page_internal,Salas de cine,Buenos Aires,Marcos Paz,Cine Teatro Roma,Avellaneda 1950,4776523
6371010,6,6371,,,,,,1653,,soteras_jh_am@hotmail.com,https://www.facebook.com/pg/CineTeatroSalaJoseHernandez/about/?ref=page_internal,Salas de cine,Buenos Aires,Villa Ballester,José Hernández,Balcarce 2973,47675752
6568010,6,6560,,,,,,1684,,produccion@cineteatrohelios.com.ar,https://www.cinesargentinos.com.ar/horarios/c:733:cine-teatro-helios/,Salas de cine,Buenos Aires,El Palomar,Cine Teatro Helios,Boulevard San Martin 3076,47518647
6441030,6,6441,,,,,,1900,,proyeccionesterrestres@gmail.com,https://www.facebook.com/pg/Clases-de-Teatro-La-Plata-124851047580248/about/?ref=page_internal,Salas de cine,Buenos Aires,La Plata,Taller De Teatro - UNLP,Calle 10 1076,6239105
6063010,6,6063,,,,,,7620,,complejoparis1@gmail.com,https://web.ultracine.com/nueva-sala-cine-paris-de-balcarce/,Salas de cine,Buenos Aires,Balcarce,Cine Paris Balcarce,Calle 18 684,421703
6294050,6,6294,,,,,,6005,,mutualafc@yahoo.com.ar,https://www.facebook.com/pages/Cine-Teatro-Roma-General-Arenales/286484061815736,Salas de cine,Buenos Aires,General Arenales,Cine Teatro Roma,Castelli 152,460583
6420020,6,6420,,,,,,7111,,s/d,https://www.facebook.com/pg/Cine-Teatro-Arenas-3D-San-Bernardo-309783435805259/about/?ref=page_internal,Salas de cine,Buenos Aires,San Bernardo,Cine Teatro Arenas,Chiozza 1776,460050
6595070,6,6595,,,,,,7400,,complejoparis1@gmail.com,http://www.cineparis.com.ar,Salas de cine,Buenos Aires,Olavarría,Cine Paris,General Paz 2720,417751
6042010,6,6042,,,,,,7150,,isaiasalgañaraz@gmail.com,https://www.facebook.com/pages/category/Government-Organization/Direcci%C3%B3n-de-Cultura-Ayacucho-1677928362483344/,Salas de cine,Buenos Aires,Ayacucho,Hugo Del Carril,Irigoyen 941,454949
6413050,6,6413,,,,,,6000,,condor@dimarcointernacional.com,http://www.tucine.com.ar,Salas de cine,Buenos Aires,Junín,Tu Cine,Jorge Newbery 263,422299
6861010,6,6861,,,,,,1636,,york.cultura@vicentelopez.gov.ar,https://www.facebook.com/cineteatroyorkolivos,Salas de cine,Buenos Aires,Olivos,Centro Cultural York,Juan Bautista Alberdi 895,47119213
6568010,6,6568,,,,,,1744,,rmazzutti@hoyts.com.ar,https://www.cinemarkhoyts.com.ar/,Salas de cine,Buenos Aires,Morón,Hoyts,Juan Manuel De Rosas 658,54441000
6638040,6,6638,,,,,,1629,,ssomma@cinesmultiplex.com.ar,https://www.multiplex.com.ar/,Salas de cine,Buenos Aires,Pilar,Multiplex,Las Magnolias 754,4384812
6497060,6,6497,,,,,,6700,,cinema-rosso@hotmail.com,www.cinemarossolujan.com/,Salas de cine,Buenos Aires,Luján,Cinema Rosso,Lavalle 410,423954
6588100,6,6588,,,,,,6500,,waltermarini@msn.com,https://www.facebook.com/bibliotecapopularjingenieros/about/,Salas de cine,Buenos Aires,9 de Julio,El Cine De La Biblioteca,Mendoza Y San Martin 991,457354
6658010,6,6658,,,,,,1878,,incaaquilmes@gmail.com,https://www.facebook.com/INCAAQuilmes/,Salas de cine,Buenos Aires,Quilmes,Cine Teatro Municipalidad De Quilmes,Mitre 721,42532213
6182030,6,6182,,,,,,8109,,k.jana@cinemacolon.com.ar,http://www.cinemacolon.com.ar,Salas de cine,Buenos Aires,Punta Alta,Cinema Colon,Rivadavia 459,68643237
6595070,6,6595,,,,,,7400,,flix.olavarria@gmail.com,http://olavarria.flixcinema.com.ar/,Salas de cine,Buenos Aires,Olavarría,Flix Olavarría,Rivadavia 4730,444411
6826010,6,6826,,,,,,6424,,deñegacionberuti@yahoo.com.ar / bttinaty@yahoo.com.ar,s/d,Salas de cine,Buenos Aires,Beruti,Cine Club La Luisa,San Martin 455,491112
6826040,6,6826,,,,,,6405,,comprasente30deagosto@cetl.com.ar,https://www.trenquelauquen.gov.ar/noticias/30-de-agosto-funciones-en-el-cine-santa-rosa/,Salas de cine,Buenos Aires,30 De Agosto,Cine Teatro Santa Rosa De Lima,Santa Rosa De Lima 170,471739
6861010,6,6861,,,,,,1605,,lumiton.usina@gmail.com,https://www.instagram.com/lumiton_usina/,Salas de cine,Buenos Aires,Munro,Lumiton,Sargento Cabral 2354,45806236
6028010,6,6028,,,,,,1846,,s/d,https://www.fandango.lat/ar/cines/cpm-cinemas-paseo-adrogue-190321-191200,Salas de cine,Buenos Aires,Adrogué,Cinemas Paseo Adrogué,Segui 699,42140763
6840010,6,6840,,,,,,1678,,inoya@tresdefebrero.gov.ar,https://www.tresdefebrero.gov.ar/tema/cine-teatro-paramount/,Salas de cine,Buenos Aires,Caseros,Cine Teatro Paramount,Tres De Febrero 2561,47501438
10049030,10,10049,,,,,,4700,,centercatamarca@cinemacenter.com.ar,http://www.cinemacenter.com.ar/,Salas de cine,Catamarca,Catamarca,Cinemacenter,Av. Guemes 850,4423040
22140060,22,22140,,,,,,3500,,lagomecita@hotmail.com,http://www.ecomchaco.com.ar/guidomiranda/default.htm,Salas de cine,Chaco,Resistencia,Espacio Incaa Guido Miranda,Colón 164,4810748
22140060,22,22140,,,,,,3500,,centeravalos@cinemacenter.com.ar,http://www.cinemacenter.com.ar/,Salas de cine,Chaco,Resistencia,Cinemacenter,Av. Lavalle 826,415999
22140060,22,22140,,,,,,3500,,centerresistencia@cinemacenter.com.ar,http://www.cinemacenter.com.ar/,Salas de cine,Chaco,Resistencia,Cinemacenter,Av. Dr. Sabin Y Av. Nicolas Avellaneda,446554
26007020,26,26007,,,,,,9120,,auditorium@madryn.com,http://www.cinemadryn.com/,Salas de cine,Chubut,Puerto Madryn,Cine Teatro Auditorium,28 De Julio 129,455653
26035060,26,26035,,,,,,9203,,culturatrevelin@gmail.com,https://cines.com/argentina/espacio-incaa-trevelin/,Salas de cine,Chubut,Trevelin,Espacio INCAA Trevelin,28 De Julio 414,480145
26077040,26,26077,,,,,,9100,,donato.enrique@hotmail.com,https://www.facebook.com/pg/Sala-Incaa-Km-1460-Trelew-197525007014521/about/?ref=page_internal,Salas de cine,Chubut,Trelew,Espacio INCAA Km 1460,9 De Julio 655,4969388
26035030,26,26035,,,,,,9200,,coordinacioncultura@yahoo.com.ar,https://www.facebook.com/CulturaEsquel/,Salas de cine,Chubut,Esquel,Auditorio Municipal De Esquel,Belgrano 330,5081526
26077040,26,26077,,,,,,9100,,delcoliseosa@speedy.com.ar,https://www.facebook.com/Cine-Coliseo-Trelew-262482040443290/,Salas de cine,Chubut,Trelew,Coliseo,Belgrano 375,425300
26077030,26,26077,,,,,,9103,,cinerawsonchubut2014@gmail.com,https://www.facebook.com/media/set/?set=a.910604218955417.1073743674...type...,Salas de cine,Chubut,Rawson,Centro Cultural José Hernández,Dr. Jorge Galina S/N,485564
26021030,26,26021,,,,,,9000,,cinecr@speedy.com.ar,https://www.cinesargentinos.com.ar/horarios/c:511:coliseo-comodoro-rivadavia-/,Salas de cine,Chubut,Comodoro Rivadavia,Cine Coliseo,San Martin 570,6210242
26021030,26,26021,,,,,,9000,,cinecr@speedy.com.ar,http://www.cinecr.com.ar,Salas de cine,Chubut,Comodoro Rivadavia,Cine Teatro Español,San Martin 668,6245762
18021020,18,18021,,,,,,3400,,centenario@loscinesdelacosta.com.ar,http://shopping.loscinesdelacosta.com.ar/index.php,Salas de cine,Corrientes,Corrientes,Los Cines De La Costa,Av. Centenario 3535,472200
18021020,18,18021,,,,,,3400,,centercorrientes@cinemacenter.com.ar,http://www.cinemacenter.com.ar/,Salas de cine,Corrientes,Corrientes,Cinemacenter,Av. Pedro Ferre Y Chacabuco,423400
18035020,18,18035,,,,,,3460,,nuevocineteatrorex@gmail.com,http://cinedelarural.com.ar,Salas de cine,Corrientes,Curuzu Cuatiá,Sociedad Rural,Beron De Astrada 641,s/d
18021020,18,18021,,,,,,3400,,costanera@loscinesdelacosta.com.ar,http://www.loscinesdelacosta.com.ar/,Salas de cine,Corrientes,Corrientes,Costanera,Carlos Pellegrini 451/311,472200
18084020,18,18084,,,,,,3302,,wilfredodavid_50@hotmail.com,https://www.facebook.com/pg/CINEITU/about/,Salas de cine,Corrientes,Ituzaingó,Leonardo Favio,Corrientes 1715,404273
18070020,18,18070,,,,,,3450,,costanera@loscinesdelacosta.com.ar,www.micartelera.com.ar/cines.asp?id=3,Salas de cine,Corrientes,Goya,Cines De La Costa,España 659,472200
18119030,18,18119,,,,,,3230,,imc@mplibres.gob.ar,https://www.facebook.com/pg/Cineoperacorrientes/about/?ref=page_internal,Salas de cine,Corrientes,Paso de los Libres,Cine Teatro Opera,Los 108 941,424404
30008090,30,30008,,,,,,3283,,nuevocineteatrorex@gmail.com,http://www.cineurquiza.com.ar,Salas de cine,Entre Ríos,San José,Cine Urquiza,25 De Mayo 1849,4320151
30105060,30,30105,,,,,,3153,,culturamdv@gmail.com,https://www.cinesargentinos.com.ar/complejo/sala-municipal-cine-teatro-victoria/,Salas de cine,Entre Ríos,Victoria,Cine Teatro Victoria,Alem 64,6421005
30015060,30,30015,,,,,,3200,,fernandaaragon@fundacionodeon.com.ar,http://www.fundacionodeon.com.ar,Salas de cine,Entre Ríos,Concordia,Teatro Gran Odeon,Entre Rios 567,4224758
30098040,30,30098,,,,,,3260,,estudiocginepro@gmail.com,https://www.facebook.com/cinesanmartin/,Salas de cine,Entre Ríos,Concepción del Uruguay,Cine Teatro San Martin,Estrada 820,426145
30008020,30,30008,,,,,,3265,,asociacioncivillafragua@gmail.com,https://www.facebook.com/pg/asociacioncivillafragua/about/?ref=page_internal,Salas de cine,Entre Ríos,Villa Elisa,Centro Cultural La Fragua,Hector De Elia 1489,481779
30084160,30,30084,,,,,,3100,,nuevocinerex@gmail.com,https://www.cinerexparana.com/,Salas de cine,Entre Ríos,Paraná,Cine Rex,Monte Caseros 266,4320151
30113080,30,30113,,,,,,3240,,cineteatroberisso@gmail.com,https://www.facebook.com/pg/CineBerisso/about/?ref=page_internal,Salas de cine,Entre Ríos,Villaguay,Fundación Emilio Berisso,San Martin 540,414428
34014020,34,34014,,,,,,3600,,cineteatroitalia@formosa.gov.ar,https://www.facebook.com/cine.italia/,Salas de cine,Formosa,Formosa,Cine Teatro Italia,Av. 25 De Mayo 353,436447
34014020,34,34014,,,,,,3600,,jimecaceres@hotmail.com,https://www.facebook.com/pg/Cines-Avenida-112830095434025/about/?ref=page_internal,Salas de cine,Formosa,Formosa,Avenida,Av. Juan Domingo Peron 757,420255
38042040,38,38042,,,,,,4612,,claudio.caceres@imdpalpala.gob.ar,https://www.facebook.com/pg/CineAHZ/about/?ref=page_internal,Salas de cine,Jujuy,Palpala,Cine Teatro Altos Hornos Zapla,Av. Rio De La Plata 383,4276689
38021060,38,38021,,,,,,4600,,cinealfajujuy@hotmail.com,https://twitter.com/cineteatroalfa,Salas de cine,Jujuy,San Salvador de Jujuy,Cine Teatro Alfa,Patricias Argentinas 360,4230426
42105030,42,42105,,,,,,6360,,italianaxx@speedy.com.ar,http://www.picocine.com.ar/,Salas de cine,La Pampa,Gral. Pico,Espacio Incaa-Cine & Teatro Pico,Calle 17 957,421776
42105030,42,42105,,,,,,6360,,italianaxx@speedy.com.ar,https://cines.com › Inicio › La Pampa › General Pico,Salas de cine,La Pampa,Gral. Pico,Cine Gran Pampa,Calle 20 642,421776
42021020,42,42021,,,,,,6300,,administracion@cinedonbosco3d.com.ar, www.cineamadeus.com.ar/,Salas de cine,La Pampa,Santa Rosa,Amadeus,Coronel Gil 31,458160
42021020,42,42021,,,,,,6300,,contablecultura.santarosa@hotmail.com,https://www.facebook.com/Espacio-INCAA-Santa-Rosa-715759378505317/,Salas de cine,La Pampa,Santa Rosa,Espacio Incaa Santa Rosa,Quintana 172,772893
46014010,46,46014,,,,,,5300,,centerlarioja@cinemacenter.com.ar,http://www.cinemacenter.com.ar/,Salas de cine,La Rioja,La Rioja,Cinemacenter,Av. Abel Bazan Y Bustos 710,461893
46014010,46,46014,,,,,,5300,,coord.mediosaudiovisuales@gmail.com,http://www.culturalarioja.gob.ar,Salas de cine,La Rioja,La Rioja,Espacio 73,Catamarca 73,468432
46014010,46,46014,,,,,,5300,,ericontadoralinares@gmail.com,http://cinema3dlarioja.com/,Salas de cine,La Rioja,La Rioja,Cinema,Pelagio Luna 960,463383
46014010,46,46014,,,,,,5300,,ericontadoralinares@gmail.com,http://cinema3dlarioja.com/,Salas de cine,La Rioja,La Rioja,Cinema,San Martin 62,463386
54091080,54,54091,,,,,,3360,,cinesobera@arnetbiz.com.ar,www.cinescasinoobera.com.ar/,Salas de cine,Misiones,Oberá,Cine Casinos,Av. Sarmiento 1044,425011
54028030,54,54028,,,,,,3300,,gerente.posadas@sunstar.com,http://www.cinesunstar.com/,Salas de cine,Misiones,Posadas,Sunstar,Bolivar 1979,438666
54091080,54,54091,,,,,,3360,,cineteatro.obera@outlook.com,https://www.facebook.com/CineTeatroObera/,Salas de cine,Misiones,Oberá,Cine Teatro Obera,San Martin 1069,408625
58035070,58,58035,,,,,,8300,,village.neuquen@village.com.ar,https://www.villagecines.com/,Salas de cine,Neuquén,Neuquén,Village,Av. Antartida Argentina 1111,471500
58035070,58,58035,,,,,,8300,,clau_diaz@hotmail.com,https://www.facebook.com/cineteatronqn/,Salas de cine,Neuquén,Neuquén,Cine Teatro Español,Av. Argentina 245,429747
58035040,58,58035,,,,,,8200,,iturbemariano@gmail.com,http://www.cinerexcutralco.com.ar/index.php,Salas de cine,Neuquén,Cutral-Co,Cine Rex Cutral-Co,Av. Del Trabajo 676,s/d
58056010,58,58056,,,,,,8370,,cccotesma@cotesma.com.ar,http://centrocultural.cotesma.com.ar/agenda-de-cine,Salas de cine,Neuquén,San Martín de los Andes,Centro Cultural Costema,Gral. Roca 1154,428399
58112040,58,58112,,,,,,8340,,jjjeldrez@hotmail.com,https://www.facebook.com/Cine-Teatro-de-Zapala-1558752601048983/,Salas de cine,Neuquén,Zapala,Cine Teatro Municipal Amado Sapag,San Martin 281,421664
62042560,62,62042,,,,,,8336,,espacioincaavillaregina@gmail.com,http://cineteatrocirculo.com.ar/tags/cine,Salas de cine,Río Negro,Villa Regina,Cine Teatro Circulo Italiano,Av. Rivadavia 117,4588456
62042450,62,62042,,,,,,8332,,iturbemariano@gmail.com,http://cinerexroca.com.ar,Salas de cine,Río Negro,Gral. Roca,Cine Rex,Av. Roca 1585,5122308
62042390,62,62042,,,,,,8303,,asoc.esp.cinco.saltos@gmial.com,https://www.facebook.com/pg/Cine-Teatro-Espa%C3%B1ol-Cinco-Saltos-1534103586894165/about/?ref=page_internal,Salas de cine,Río Negro,Cinco Saltos,Cine Teatro Español,Av. Roca 326,4980122
62007090,62,62007,,,,,,8500,,cinegama@yahoo.com.ar,https://cines.com/argentina/cine-gama/,Salas de cine,Río Negro,Viedma,Cine Gama,Gallardo 160,432286
62021060,62,62021,,,,,,8400,,gerente.bariloche@cinesunstar.com,http://www.cinesunstar.com/,Salas de cine,Río Negro,Bariloche,Sunstar,Onelli 447,433128
62021060,62,62021,,,,,,8400,,comunicacionculturalmscb@bariloche.com.ar,https://www.facebook.com/escuelalallavebariloche/,Salas de cine,Río Negro,Bariloche,La Llave,Sobral Y Onelli,421599
62014040,62,62014,,,,,,8360,,secdesarrollosocialchoele@hotmail.com,https://www.facebook.com/EspacioIncaaKm1000ChoeleChoel/,Salas de cine,Río Negro,Choele Choel,Sala Municipal Espacio Incaa,Tello Y Av. San Martin,4555525
66028050,66,66028,,,,,,4400,,zingone@arnet.com.ar,https://www.facebook.com/pg/Cine-Rex-Salta-1989566067982401/about/?ref=page_internal,Salas de cine,Salta,Salta,Cine Rex,Av. San Martin 1170,4889200
66056220,66,66056,,,,,,4560,,adrianc@ferreterianorte.com.ar, http://www.cineopenplaza.com.ar,Salas de cine,Salta,Tartagal,Open Plaza,Guemes 421,s/d
66126070,66,66126,,,,,,4530,,culturaoran@gmail.com,https://www.facebook.com/Cine-Municipal-Espacios-Incaa-Oran-473261419496188/,Salas de cine,Salta,Orán,Cine Municipal De La Cultura Oran,Hipolito Yrigoyen 137,421274
66028050,66,66028,,,,,,4400,,ministro@cultura.salta.gov.ar,http://www.culturasalta.gov.ar/contenidos/espacio-incaa-hogar-escuela/50,Salas de cine,Salta,Salta,Hogar Escuela,Pje. Chiclana Esq. H. Irigoyen S/N,4228669
66028050,66,66028,,,,,,4400,,zingone@arnet.com.ar,https://www.facebook.com/pages/category/Drive-In-Movie-Theater/Cine-Opera-Salta-155718934490642/,Salas de cine,Salta,Salta,Opera,Urquiza 560,4213297
66028050,66,66028,,,,,,4400,,rmazzutti@hoyts.com.ar,https://www.cinemarkhoyts.com.ar/,Salas de cine,Salta,Salta,Hoyts,Virrey Toledo 702,57771000
70028010,70,70028,,,,,,5400,,centersanjuan@cinemacenter.com.ar,http://www.cinemacenter.com.ar/,Salas de cine,San Juan,San Juan,Cinemacenter,Av. Circunvalacion Y Escalabrini Ortiz,4212121
70028010,70,70028,,,,,,5400,,admnistracion@playcinema.net,http://www.playcinema.net/,Salas de cine,San Juan,San Juan,Play Cinema,Av. Libertador 1826 (Oeste),4309000
70028010,70,70028,,,,,,5400,,cineteatromunicipalsj@gmail.com,http://www.municipiosanjuan.gob.ar/?q=content/cartelera-del-cine-teatro-municipal,Salas de cine,San Juan,San Juan,Cine Teatro Municipal San Juan,B. Mitre 41 Este,4213295
70028010,70,70028,,,,,,5400,,iopps@speedy.com.ar,https://www.facebook.com/ioppscultura/,Salas de cine,San Juan,San Juan,Fundación Iopps,Pedro Echague Oeste 475,4219787
70028010,70,70028,,,,,,5400,,adolfomallea@yahoo.com.ar,http://www.upcndigital.org/san-juan,Salas de cine,San Juan,San Juan,UPCN - San Juan,Sarmiento 461 Sur,4214611
74056150,74,74056,,,,,,5700,,centerluis@cinemacenter.com.ar,http://www.cinemacenter.com.ar/,Salas de cine,San Luis,San Luis,Cinemacenter,J. A. Roca 260,441001
74035070,74,74035,,,,,,5730,,hm@cinesdigitales.com,http://www.cinesfenix.com,Salas de cine,San Luis,Villa Mercedes,Fénix,Pueyrredon 1651,425513
78014060,78,78014,,,,,,9017,,centroculturallasheras@gmail.com,https://www.facebook.com/pg/centroculturallasheras/about/?ref=page_internal,Salas de cine,Santa Cruz,Las Heras,Osvaldo Jorge Bayer,13 De Diciembre Y Malvinas S/N,4974923
78042010,78,78042,,,,,,9310,,cineteatrotalia1930@gmail.com,https://www.facebook.com/pg/cineteatrotalia/about/?ref=page_internal,Salas de cine,Santa Cruz,Puerto San Julian,Cine Teatro Talia,25 De Mayo 1188,415893
78014010,78,78014,,,,,,9011,,mechenien_asociacion@hotmail.com,https://www.mechenien.org.ar/,Salas de cine,Santa Cruz,Caleta Olivia,Asociación Amigos Del Arte Mechenien,J. Newbery Esq. Deocarets S/N,4851770
86035090,86,86035,,,,,,4200,,cinessantiago@cinemacenter.com.ar,http://www.cinemacenter.com.ar/,Salas de cine,Santiago del Estero,La Banda,Cinemacenter,Aut. Juan D. Peron S/N Parque Industrial,4373184
